10/4/2013 09:35:44,P,78,
10/4/2013 09:35:45,P,77,
10/4/2013 09:35:45,P,78,
10/4/2013 09:35:45,P,78,
10/4/2013 09:35:45,P,78,
10/4/2013 09:35:45,P,79,
10/4/2013 09:35:46,P,78,
10/4/2013 09:35:46,P,79,
10/4/2013 09:35:46,P,79,
10/4/2013 09:35:46,P,78,
10/4/2013 09:35:46,P,80,
10/4/2013 09:35:46,P,78,
10/4/2013 09:35:46,P,78,
10/4/2013 09:35:46,P,78,
10/4/2013 09:35:46,P,80,
10/4/2013 09:35:46,P,78,
10/4/2013 09:35:46,P,82,
10/4/2013 09:35:46,P,78,
10/4/2013 09:35:46,P,79,
10/4/2013 09:35:47,P,78,
10/4/2013 09:35:47,P,78,
10/4/2013 09:35:47,P,78,
10/4/2013 09:35:47,P,78,
10/4/2013 09:35:47,P,78,
10/4/2013 09:35:47,P,78,
10/4/2013 09:35:47,P,78,
10/4/2013 09:35:47,P,78,
10/4/2013 09:35:47,P,78,
10/4/2013 09:35:47,P,78,
10/4/2013 09:35:47,P,78,
10/4/2013 09:35:47,P,79,
10/4/2013 09:35:48,P,79,
10/4/2013 09:35:48,P,78,
10/4/2013 09:35:48,P,79,
10/4/2013 09:35:48,P,78,
10/4/2013 09:35:48,P,82,
10/4/2013 09:35:48,P,87,
10/4/2013 09:35:48,P,77,
10/4/2013 09:35:48,P,79,
10/4/2013 09:35:48,P,77,
10/4/2013 09:35:48,P,77,
10/4/2013 09:35:48,P,78,
10/4/2013 09:35:49,P,78,
10/4/2013 09:35:49,P,77,
10/4/2013 09:35:49,P,78,
10/4/2013 09:35:49,P,78,
10/4/2013 09:35:49,P,78,
10/4/2013 09:35:49,P,79,
10/4/2013 09:35:49,P,78,
10/4/2013 09:35:49,P,78,
10/4/2013 09:35:49,P,79,
10/4/2013 09:35:49,P,77,
10/4/2013 09:35:49,P,79,
10/4/2013 09:35:50,P,78,
10/4/2013 09:35:50,P,78,
10/4/2013 09:35:50,P,78,
10/4/2013 09:35:50,P,77,
10/4/2013 09:35:50,P,78,
10/4/2013 09:35:50,P,78,
10/4/2013 09:35:50,P,78,
10/4/2013 09:35:50,P,79,
10/4/2013 09:35:50,P,77,
10/4/2013 09:35:50,P,79,
10/4/2013 09:35:50,P,77,
10/4/2013 09:35:51,P,79,
10/4/2013 09:35:51,P,77,
10/4/2013 09:35:51,P,77,
10/4/2013 09:35:51,P,79,
10/4/2013 09:35:51,P,77,
10/4/2013 09:35:51,P,78,
10/4/2013 09:35:51,P,79,
10/4/2013 09:35:51,P,79,
10/4/2013 09:35:51,P,77,
10/4/2013 09:35:51,P,78,
10/4/2013 09:35:51,P,78,
10/4/2013 09:35:52,P,78,
10/4/2013 09:35:52,P,82,
10/4/2013 09:35:52,P,79,
10/4/2013 09:35:52,P,85,
10/4/2013 09:35:52,P,76,
10/4/2013 09:35:52,P,80,
10/4/2013 09:35:52,P,77,
10/4/2013 09:35:52,P,77,
10/4/2013 09:35:52,P,82,
10/4/2013 09:35:52,P,78,
10/4/2013 09:35:52,P,80,
10/4/2013 09:35:53,P,79,
10/4/2013 09:35:53,P,77,
10/4/2013 09:35:53,P,78,
10/4/2013 09:35:53,P,78,
10/4/2013 09:35:53,P,79,
10/4/2013 09:35:53,P,79,
10/4/2013 09:35:53,P,77,
10/4/2013 09:35:53,P,79,
10/4/2013 09:35:53,P,78,
10/4/2013 09:35:53,P,78,
10/4/2013 09:35:53,P,79,
10/4/2013 09:35:54,P,77,
10/4/2013 09:35:54,P,78,
10/4/2013 09:35:54,P,79,
10/4/2013 09:35:54,P,79,
10/4/2013 09:35:54,P,78,
10/4/2013 09:35:54,P,78,
10/4/2013 09:35:54,P,78,
10/4/2013 09:35:54,P,78,
10/4/2013 09:35:54,P,79,
10/4/2013 09:35:54,P,77,
10/4/2013 09:35:54,P,79,
10/4/2013 09:35:55,P,77,
10/4/2013 09:35:55,P,78,
10/4/2013 09:35:55,P,84,
10/4/2013 09:35:55,P,78,
10/4/2013 09:35:55,P,78,
10/4/2013 09:35:55,P,78,
10/4/2013 09:35:55,P,79,
10/4/2013 09:35:55,P,77,
10/4/2013 09:35:55,P,77,
10/4/2013 09:35:55,P,78,
10/4/2013 09:35:56,P,78,
10/4/2013 09:35:56,P,80,
10/4/2013 09:35:56,P,78,
10/4/2013 09:35:56,P,87,
10/4/2013 09:35:56,P,79,
10/4/2013 09:35:56,P,77,
10/4/2013 09:35:56,P,77,
10/4/2013 09:35:56,P,79,
10/4/2013 09:35:56,P,79,
10/4/2013 09:35:56,P,78,
10/4/2013 09:35:56,P,78,
10/4/2013 09:35:57,P,78,
10/4/2013 09:35:57,P,78,
10/4/2013 09:35:57,P,79,
10/4/2013 09:35:57,P,79,
10/4/2013 09:35:57,P,79,
10/4/2013 09:35:57,P,77,
10/4/2013 09:35:57,P,82,
10/4/2013 09:35:57,P,77,
10/4/2013 09:35:57,P,78,
10/4/2013 09:35:57,P,84,
10/4/2013 09:35:57,P,78,
10/4/2013 09:35:58,P,78,
10/4/2013 09:35:58,P,77,
10/4/2013 09:35:58,P,77,
10/4/2013 09:35:58,P,79,
10/4/2013 09:35:58,P,77,
10/4/2013 09:35:58,P,78,
10/4/2013 09:35:58,P,79,
10/4/2013 09:35:58,P,79,
10/4/2013 09:35:58,P,77,
10/4/2013 09:35:58,P,77,
10/4/2013 09:35:58,P,79,
